position_id,symbol,direction,path,regime,opened_utc,closed_utc,sure_dk,close_reason,entry_px,sl_px,exit_px,qty,risk_usdt,true_R,realized_pnl,fee_toplam,v2_reason,srdist_band,anchor_px,anchor_dist_pct,anchor_etiket,min_low,max_high,chunk,rsi,adx,macd_hist,volume_ratio,supertrend_dir,ema_fast_pct,ema_medium_pct,a_plus_count,level_count,retest_confirmed,retest_reason,nearest_support_pct,nearest_resistance_pct,v2_rr,v3_conf_delta,confidence,breakout_score,mr_score,active_strategy
p-00014,SAPIENUSDT,long,momentum,trending_up,2026-04-25 13:16,2026-04-25 13:21,5,tp,0.095999196,0.0945221,0.09760477514,311.0,0.459377,1.034555,0.475251,0.024084,rr_below_min:0.50<1.5,0.8-1.5%,0.0947121,1.3407,tuttu,0.09606,0.09778,02,45.74,34.76,-0.000269,2.44,-1,3.3802,1.3961,10,41,True,break + retest + reclaim@mtf,0.1952,1.0106,0.5005452591220396,0.08,0.7191752577319588,,,momentum
p-00015,SAPIENUSDT,long,breakout,early_reversal_up,2026-05-01 15:31,2026-05-01 16:15,44,sl,0.094008798,0.0931894,0.09317076212,317.0,0.259749,-1.114120,-0.289392,0.023734,rr_below_min:1.07<1.5,<0.8%,0.09344894736842106,0.5955,kirildi,0.09272,0.09486,02,74.67,34.08,0.000159,1.86,1,-2.5984,-3.5565,8,37,True,break + retest + reclaim@ltf,-0.5238,0.8270,1.0685225595725674,0.08,0.8738144329896907,0.6831,,breakout
p-00016,SAPIENUSDT,long,mr,ranging,2026-05-03 01:01,2026-05-03 02:28,87,sl,0.09326865,0.0920204,0.09200199592,319.0,0.398192,-1.074114,-0.427703,0.023641,rr_below_min:1.23<1.5,0.8-1.5%,0.0922053846153846,1.1400,kirildi,0.0918,0.0936,02,36.93,33.28,-4e-05,1.1,-1,0.6283,1.1647,9,39,True,break + retest + reclaim@ltf,-1.0824,0.2112,1.2346400642143123,0.08,0.4614432989690722,,0.5667,mean_reversion
p-00017,SAPIENUSDT,long,momentum,trending_up,2026-05-08 22:01,2026-05-09 01:19,198,tp,0.10399079400000001,0.1029433,0.10543840809999999,286.0,0.299583,1.302005,0.390059,0.023959,rr_below_min:0.12<1.5,0.8-1.5%,0.10314999999999999,0.8085,tuttu,0.1039,0.10551,02,59.25,32.86,3e-06,0.12,1,-0.3365,-0.4327,10,40,True,break + retest + reclaim@ltf,-0.7694,0.1358,0.12413757726537733,0.08,0.8222680412371134,,,momentum
p-00018,SAPIENUSDT,long,momentum,trending_up,2026-05-09 05:01,2026-05-09 13:22,501,sl,0.10772154,0.1055562,0.10553508876,276.0,0.597634,-1.049144,-0.627004,0.023544,long_anchored,1.5-2.5%,0.10576875,1.8128,kirildi,0.10535,0.10974,02,74.11,35.04,9.9e-05,6.71,1,-2.0093,-2.6595,10,39,True,break + retest + reclaim@ltf,-0.7856,4.8733,2.492938518382277,0.08,0.8738144329896907,,,momentum
p-00019,SAPIENUSDT,long,momentum,trending_up,2026-05-09 05:16,2026-05-09 13:22,486,sl,0.108581712,0.1055558,0.10553468884,274.0,0.829100,-1.035281,-0.858352,0.023467,rr_below_min:1.47<1.5,2.5-10%,0.10576875,2.5906,kirildi,0.10535,0.10974,02,77.94,37.09,0.00022,2.94,1,-2.5043,-3.3337,10,39,True,break + retest + reclaim@ltf,-1.5667,4.0476,1.4746246963618483,0.08,0.8738144329896907,,,momentum
p-00020,SEIUSDT,long,momentum,trending_up,2026-05-09 22:46,2026-05-10 00:59,133,sl,0.070404078,0.0691596,0.06914576808,422.0,0.525170,-1.055969,-0.554563,0.023556,insufficient_levels,v2_sl_yok,,,capa_yok,0.06908,0.07122,02,74.8,32.32,9.4e-05,2.04,1,-1.9573,-2.9520,13,28,True,break + retest + reclaim@htf,-0.2475,,,0.08,0.925360824742268,,,momentum
p-00021,SEIUSDT,long,momentum,trending_up,2026-05-09 23:01,2026-05-10 00:47,106,sl,0.070574112,0.0693412,0.06932733176,422.0,0.520289,-1.056637,-0.549757,0.023615,insufficient_levels,v2_sl_yok,,,capa_yok,0.06933,0.07122,02,75.93,34.12,0.000125,2.11,1,-2.0249,-3.0174,13,28,True,break + retest + reclaim@htf,-0.4605,,,0.08,0.925360824742268,,,momentum
p-00022,SEIUSDT,long,momentum,trending_up,2026-05-09 23:16,2026-05-10 00:08,52,sl,0.07096419,0.069692,0.06967806160000001,419.0,0.533048,-1.055177,-0.562459,0.023572,insufficient_levels,v2_sl_yok,,,capa_yok,0.06968,0.07112,02,78.73,36.38,0.000161,3.55,1,-2.3077,-3.4354,13,28,True,break + retest + reclaim@ltf,-1.0342,,,0.08,0.925360824742268,,,momentum
p-00023,SEIUSDT,long,momentum,trending_up,2026-05-10 08:46,2026-05-10 11:13,147,tp,0.068333664,0.0677438,0.06909597804,435.0,0.256591,1.199161,0.307694,0.023913,long_anchored,<0.8%,0.06798,0.5176,kirildi,0.06789,0.06913,02,45.47,30.63,1e-05,1.14,-1,0.3072,0.4536,14,28,True,break + retest + reclaim@htf,-0.4543,1.5555,2.413362039030581,0.08,0.6995652173913044,,,momentum
p-00024,SANTOSUSDT,long,momentum,trending_up,2026-05-10 09:16,2026-05-10 20:51,695,sl,1.2752549999999998,1.24995,1.24970001,23.31,0.589860,-1.049791,-0.619229,0.023543,rr_below_min:0.37<1.5,1.5-2.5%,1.2524666666666666,1.7870,kirildi,1.242,1.3,02,68.59,31.93,0.000665,2.69,1,-1.2265,-2.2466,12,29,True,break + retest + reclaim@ltf,-0.3477,0.7596,0.3732221313441582,0.08,0.9769072164948454,,,momentum
p-00025,SEIUSDT,long,momentum,trending_up,2026-05-10 17:01,2026-05-10 18:40,99,tp,0.07323464399999999,0.0714891,0.07572195258,406.0,0.708691,1.390813,0.985657,0.024191,insufficient_levels,v2_sl_yok,,,capa_yok,0.07279,0.07657,02,88.12,31.42,0.000454,2.8,1,-4.4930,-5.4495,12,29,True,break + retest + reclaim@ltf,-2.6895,,,0.08,0.7351724137931035,,,momentum
p-00026,SEIUSDT,long,momentum,trending_up,2026-05-10 17:16,2026-05-10 18:49,93,tp,0.074054808,0.0722024,0.07672155262,401.0,0.742816,1.407052,1.045180,0.024185,insufficient_levels,v2_sl_yok,,,capa_yok,0.07279,0.07705,02,89.91,34.86,0.00053,2.86,1,-5.0208,-6.2368,12,29,True,break + retest + reclaim@ltf,-3.7778,,,0.08,0.925360824742268,,,momentum
p-00027,SEIUSDT,long,momentum,trending_up,2026-05-10 17:31,2026-05-10 17:50,19,sl,0.074754948,0.0727957,0.07278114086000001,398.0,0.779781,-1.037552,-0.809063,0.023488,insufficient_levels,v2_sl_yok,,,capa_yok,0.07279,0.07476,02,91.09,38.24,0.000588,2.84,1,-5.3479,-6.8206,12,29,True,break + retest + reclaim@ltf,-4.6517,,,0.08,0.925360824742268,,,momentum
p-00028,SAPIENUSDT,long,momentum,trending_up,2026-05-12 03:46,2026-05-12 03:58,12,sl,0.125985192,0.1229622,0.12293760756,236.0,0.713426,-1.041072,-0.742728,0.023498,long_anchored,1.5-2.5%,0.12321,2.2028,kirildi,0.12202,0.126,02,79.25,38.35,0.00048,3.05,1,-5.9276,-8.5495,12,44,True,break + retest + reclaim@mtf,-2.1059,5.8315,2.443469388100451,0.08,0.925360824742268,,,momentum
p-00029,SAPIENUSDT,long,momentum,trending_up,2026-05-12 06:31,2026-05-12 07:13,42,tp,0.127445484,0.1229615,0.13393690726,233.0,1.044768,1.424374,1.488141,0.024361,rr_below_min:1.27<1.5,2.5-10%,0.12321,3.3234,tuttu,0.12503,0.13513,02,69.44,31.14,1.9e-05,2.76,1,-4.6814,-7.4295,11,46,True,break + retest + reclaim@htf,-0.4337,4.5835,1.2687256887965332,0.08,0.9769072164948454,,,momentum
p-00030,SAPIENUSDT,long,momentum,trending_up,2026-05-12 06:46,2026-05-12 07:18,32,tp,0.12827565,0.1229611,0.13574264604,232.0,1.232976,1.385139,1.707842,0.024501,rr_below_min:0.95<1.5,2.5-10%,0.12321,3.9490,tuttu,0.12503,0.13599,02,70.64,32.03,0.000261,2.67,1,-4.7505,-7.6392,11,46,True,break + retest + reclaim@ltf,-0.9952,3.9937,0.9511363298602277,0.08,0.925360824742268,,,momentum
p-00031,SAPIENUSDT,long,momentum,trending_up,2026-05-14 18:16,2026-05-14 21:15,179,sl,0.138617718,0.1330329,0.13300629342,215.0,1.200736,-1.024219,-1.229816,0.023360,rr_below_min:0.24<1.5,2.5-10%,0.13330214285714287,3.8347,kirildi,0.13302,0.14245,02,66.42,41.69,0.000106,2.83,1,-2.6387,-5.2369,10,50,True,break + retest + reclaim@ltf,-0.0477,1.0421,0.23665200418828333,0.08,0.9769072164948454,,,momentum
p-00032,SAPIENUSDT,long,momentum,trending_up,2026-05-14 18:31,2026-05-14 21:13,162,sl,0.140288052,0.1334299,0.13340321402,212.0,1.453928,-1.019854,-1.482795,0.023209,insufficient_levels,v2_sl_yok,,,capa_yok,0.13333,0.14245,02,69.73,43.16,0.000208,2.33,1,-3.3578,-6.0700,10,50,True,break + retest + reclaim@ltf,-0.0745,,,0.08,0.9769072164948454,,,momentum
p-00033,SAPIENUSDT,short,mr,ranging,2026-05-22 08:31,2026-05-22 08:47,16,sl,0.127884418,0.1296113,0.12963722226000002,232.0,0.400637,-1.074661,-0.430549,0.023898,rr_below_min:0.62<1.5,0.8-1.5%,0.12935333333333335,1.1486,kirildi,0.12717,0.12966,02,65.97,31.66,0.000411,1.05,1,-2.2031,-3.6872,13,47,True,break + retest + reclaim@mtf,-0.8353,-0.0472,0.6153044782300919,0.08,0.33287356321839084,,0.5189,mean_reversion
p-00034,SANTOSUSDT,short,mr,ranging,2026-06-11 16:01,2026-06-11 17:01,60,tp,0.65306936,0.66739,0.632936562,45.47,0.651160,1.369938,0.892048,0.023390,rr_below_min:0.00<1.5,>10%(bozuk),1.0369673076923076,58.7836,tuttu,0.6277,0.654,02,73.25,33.74,0.003271,0.38,1,-2.6877,-3.6210,9,52,True,break + retest + reclaim@htf,-0.3059,0.7129,0.00397831549618061,0.08,0.2861855670103093,,0.7381,mean_reversion
p-00001,SHELLUSDT,long,breakout,early_reversal_up,2026-04-12 08:01,2026-04-12 08:03,2,sl,0.029945988,0.0296857,0.02967976286,1002.0,0.260809,-1.114440,-0.290656,0.023898,rr_below_min:0.59<1.5,<0.8%,0.029745555555555556,0.6693,kirildi,0.02966,0.03004,03,73.6,32.76,0.000127,6.67,1,-2.4232,-2.7574,12,22,True,break + retest + reclaim@ltf,-0.6002,0.5201,0.5889666359138576,0.08,0.8738144329896907,0.5395,,breakout
p-00002,SENTUSDT,long,mr,ranging,2026-04-18 10:31,2026-04-18 13:35,184,sl,0.016543308,0.016276,0.0162727448,1814.0,0.484897,-1.061284,-0.514613,0.023811,rr_below_min:1.30<1.5,0.8-1.5%,0.016308759615384617,1.4178,kirildi,0.01625,0.01656,03,25.65,34.38,-5.2e-05,1.74,-1,1.6670,2.2722,10,28,True,break + retest + reclaim@mtf,-0.3542,0.6803,1.3042325978376494,0.08,0.4098969072164949,,0.8844,mean_reversion
p-00003,SHELLUSDT,long,momentum,trending_up,2026-04-20 18:01,2026-04-20 18:42,41,tp,0.034316862000000004,0.0338464,0.03491211618,874.0,0.411184,1.206394,0.496050,0.024202,rr_below_min:0.75<1.5,0.8-1.5%,0.03391444444444444,1.1727,tuttu,0.03401,0.03496,03,65.96,59.18,6e-06,0.68,1,-2.5544,-4.3049,12,24,True,break + retest + reclaim@ltf,-0.0162,1.0200,0.7450514031412809,0.08,0.8738144329896907,,,momentum
p-00004,SHELLUSDT,long,momentum,trending_up,2026-04-20 18:31,2026-04-20 19:29,58,tp,0.034376873999999995,0.0338464,0.03508608138,872.0,0.462573,1.284553,0.594200,0.024229,rr_below_min:0.50<1.5,0.8-1.5%,0.03391444444444444,1.3452,tuttu,0.03424,0.0351,03,66.44,61.59,4.9e-05,2.35,1,-2.4608,-4.2077,12,24,True,break + retest + reclaim@ltf,-0.2188,0.8153,0.5038447837895886,0.08,0.9769072164948454,,,momentum
p-00005,SHELLUSDT,long,momentum,trending_up,2026-04-20 23:46,2026-04-21 02:41,175,sl,0.035757149999999994,0.0345553,0.034548388939999994,839.0,1.008352,-1.029149,-1.037745,0.023595,long_anchored,2.5-10%,0.034625160714285716,3.1658,kirildi,0.03455,0.0371,03,71.0,55.91,4.7e-05,3.69,1,-2.3225,-4.5615,12,25,True,break + retest + reclaim@ltf,-0.0387,11.1116,3.3199159665831783,0.08,0.925360824742268,,,momentum
p-00006,SHELLUSDT,long,momentum,trending_up,2026-04-21 00:01,2026-04-21 02:41,160,sl,0.036227244000000006,0.0345551,0.03454818898,829.0,1.386207,-1.021063,-1.415406,0.023469,long_anchored,2.5-10%,0.034625160714285716,4.4223,kirildi,0.03455,0.0371,03,75.45,56.87,7.4e-05,2.03,1,-3.2850,-5.4956,12,25,True,break + retest + reclaim@ltf,-1.3065,9.7024,2.1132186953035683,0.08,0.925360824742268,,,momentum
p-00007,SIRENUSDT,long,mr,ranging,2026-04-22 13:46,2026-04-22 18:44,298,sl,0.64142826,0.623961,0.6238362078,46.7,0.815721,-1.036119,-0.845184,0.023635,rr_below_min:0.23<1.5,>10%(bozuk),0.540205,15.7809,tuttu,0.6222,0.6548,03,30.66,30.77,-0.002162,1.46,-1,3.6314,5.5826,8,56,True,break + retest + reclaim@ltf,-2.9090,0.2202,0.2298504918321669,0.08,0.33773195876288664,,0.5589,mean_reversion
p-00008,SIRENUSDT,long,mr,ranging,2026-04-22 14:16,2026-04-23 00:17,601,sl,0.63842766,0.619961,0.6198370078,46.9,0.866086,-1.033969,-0.895507,0.023605,rr_below_min:0.26<1.5,>10%(bozuk),0.540205,15.3851,tuttu,0.6008,0.6595,03,34.35,31.13,-0.001771,1.35,-1,3.5911,5.6764,8,57,True,break + retest + reclaim@ltf,-0.7049,0.6665,0.26463227741603673,0.08,0.33773195876288664,,0.7012,mean_reversion
p-00009,SIRENUSDT,long,mr,ranging,2026-04-22 14:46,2026-04-23 00:17,571,sl,0.6336267,0.614609,0.6144860782,47.2,0.897635,-1.032715,-0.927002,0.023564,rr_below_min:0.33<1.5,>10%(bozuk),0.540205,14.7440,tuttu,0.6008,0.6595,03,34.29,32.41,-0.001779,1.92,-1,3.7952,6.0705,8,57,True,break + retest + reclaim@ltf,0.0662,1.4483,0.33048082861851386,0.08,0.33773195876288664,,0.6579,mean_reversion
p-00010,SHELLUSDT,long,momentum,trending_up,2026-05-02 16:16,2026-05-02 16:21,5,tp,0.03905781,0.0387175,0.039490300359999994,764.0,0.259997,1.178546,0.306418,0.024004,sl_too_tight:0.000108<floor:0.000195,<0.8%,0.039,0.1480,tuttu,0.03907,0.03958,03,78.78,37.33,0.000174,2.09,1,-3.1510,-4.6883,12,31,True,break + retest + reclaim@ltf,-0.0765,1.7170,,0.08,0.925360824742268,,,momentum
p-00011,SHELLUSDT,long,momentum,trending_up,2026-05-03 07:01,2026-05-03 08:19,78,tp,0.039517902,0.037758,0.04208478136,756.0,1.330486,1.439988,1.915884,0.024677,rr_below_min:0.09<1.5,2.5-10%,0.037834545454545454,4.2597,tuttu,0.03888,0.044,03,83.7,32.68,0.000207,2.46,1,-3.2718,-4.2847,13,31,True,break + retest + reclaim@ltf,-1.2461,0.4251,0.08659476327353241,0.08,0.7351724137931035,,,momentum
p-00012,SHELLUSDT,long,momentum,trending_up,2026-05-03 07:46,2026-05-03 08:19,33,tp,0.040068012,0.0388519,0.04183273178,746.0,0.907220,1.424178,1.292042,0.024439,insufficient_levels,v2_sl_yok,,,capa_yok,0.03959,0.044,03,78.11,36.81,0.000205,2.25,1,-3.8645,-5.1130,13,31,True,break + retest + reclaim@ltf,-0.9680,,,0.08,0.925360824742268,,,momentum
p-00013,SHELLUSDT,long,momentum,trending_up,2026-05-03 08:01,2026-05-03 08:19,18,tp,0.040138026,0.0388952,0.042014995320000005,744.0,0.924663,1.483802,1.372016,0.024449,insufficient_levels,v2_sl_yok,,,capa_yok,0.0399,0.044,03,78.8,38.6,0.000212,2.64,1,-3.6033,-5.0978,13,31,True,break + retest + reclaim@ltf,-1.2120,,,0.08,0.925360824742268,,,momentum
p-00014,SHELLUSDT,long,momentum,trending_up,2026-05-03 08:16,2026-05-03 08:19,3,tp,0.04040808,0.0391127,0.04228774076,740.0,0.958581,1.425514,1.366471,0.024478,insufficient_levels,v2_sl_yok,,,capa_yok,0.04042,0.044,03,80.41,40.48,0.000216,3.28,1,-3.9275,-5.4132,10,31,True,break + retest + reclaim@ltf,-1.7981,,,0.08,0.925360824742268,,,momentum
p-00015,SHELLUSDT,long,momentum,trending_up,2026-05-03 10:01,2026-05-03 10:02,1,sl,0.040048007999999996,0.0395804,0.03957248392,750.0,0.350706,-1.085038,-0.380529,0.023886,long_anchored,0.8-1.5%,0.03966,0.9689,kirildi,0.0394,0.03977,03,62.97,55.54,4e-06,0.38,1,-2.0578,-3.5569,9,32,True,break + retest + reclaim@ltf,-0.9084,9.9352,8.370785320241175,0.08,0.8738144329896907,,,momentum
p-00016,SHELLUSDT,long,momentum,trending_up,2026-05-04 07:16,2026-05-04 08:49,93,tp,0.041558309999999994,0.0408578,0.042437010899999995,723.0,0.506469,1.206411,0.611009,0.024291,long_anchored,0.8-1.5%,0.04094,1.4878,kirildi,0.04093,0.04246,03,75.69,31.83,0.000168,4.28,1,-3.8391,-5.2851,11,33,True,break + retest + reclaim@ltf,-1.3326,6.0421,3.866481657598086,0.08,0.925360824742268,,,momentum
p-00017,SHELLUSDT,long,momentum,trending_up,2026-05-04 08:16,2026-05-04 10:04,108,sl,0.041838366,0.0408576,0.04084942848,718.0,0.704190,-1.042056,-0.733805,0.023748,long_anchored,1.5-2.5%,0.04094,2.1472,kirildi,0.04084,0.04287,03,75.64,36.7,0.000154,2.92,1,-3.3066,-4.9820,11,33,True,break + retest + reclaim@ltf,-2.0142,5.3096,2.3512738750925974,0.08,0.925360824742268,,,momentum
p-00018,SHELLUSDT,long,momentum,trending_up,2026-05-04 09:31,2026-05-04 10:04,33,sl,0.041808359999999996,0.0408577,0.04084952846,719.0,0.683525,-1.043375,-0.713172,0.023772,long_anchored,1.5-2.5%,0.04094,2.0770,kirildi,0.04084,0.04217,03,63.65,39.1,6e-05,1.86,1,-1.8616,-4.0158,11,33,True,break + retest + reclaim@ltf,-2.0052,5.3193,2.3512738750925974,0.08,0.9713043478260869,,,momentum
p-00019,SIGNUSDT,long,mr,ranging,2026-05-07 02:46,2026-05-09 01:04,2778,tp,0.01565313,0.0152669,0.01623465242,1916.0,0.740017,1.472613,1.089758,0.024439,rr_below_min:0.59<1.5,1.5-2.5%,0.01529767441860465,2.2708,tuttu,0.01531,0.01625,03,31.11,31.55,-2.9e-05,0.51,-1,1.5625,1.5625,4,32,True,break + retest + reclaim@htf,-0.9685,0.2651,0.5883287961191215,0.08,0.2861855670103093,,0.6762,mean_reversion
p-00020,SENTUSDT,long,mr,ranging,2026-05-10 21:16,2026-05-10 22:25,69,tp,0.017343468,0.0170869,0.017674564379999997,1733.0,0.444632,1.235887,0.549516,0.024275,rr_below_min:1.09<1.5,0.8-1.5%,0.01712125,1.2813,tuttu,0.01736,0.01768,03,29.49,33.48,-6e-05,0.93,-1,2.1737,1.5964,9,26,True,break + retest + reclaim@ltf,-0.0155,1.5153,1.091756231175731,0.08,0.5645360824742268,,0.9253,mean_reversion
p-00021,SIRENUSDT,long,momentum,trending_up,2026-05-12 12:31,2026-05-12 12:32,1,sl,1.21204236,1.201259,1.2010187482,24.8,0.267427,-1.111790,-0.297323,0.023938,rr_below_min:0.29<1.5,<0.8%,1.20478,0.5992,kirildi,1.1997,1.2057,03,60.1,30.09,0.000578,1.05,1,-1.4573,-2.3657,9,59,True,break + retest + reclaim@mtf,-0.5093,0.2851,0.2945451373429918,0.08,0.925360824742268,,,momentum
p-00022,SHELLUSDT,long,mr,ranging,2026-05-12 15:46,2026-05-13 01:40,594,tp,0.039417882,0.0387978,0.04025724694,762.0,0.472502,1.302239,0.615311,0.024285,rr_below_min:0.44<1.5,0.8-1.5%,0.038875866228070176,1.3751,kirildi,0.03882,0.04029,03,32.15,33.96,-0.00011,2.09,-1,2.5776,3.5932,11,36,True,break + retest + reclaim@htf,-0.4591,0.7257,0.4399123443792054,0.08,0.4614432989690722,,0.7744,mean_reversion
p-00023,SENTUSDT,short,mr,ranging,2026-05-25 15:01,2026-05-25 19:30,269,sl_gap,0.016626673999999998,0.0169561,0.016963392,1807.0,0.595273,-1.062922,-0.632728,0.024279,rr_below_min:1.05<1.5,1.5-2.5%,0.016922430555555555,1.7788,kirildi,0.01646,0.01697,03,82.43,30.14,3.9e-05,2.1,1,-2.0105,-2.6116,9,31,True,break + retest + reclaim@htf,-0.0304,1.7313,1.046208755137213,0.08,0.33773195876288664,,1.0,mean_reversion
p-00024,SENTUSDT,short,mr,ranging,2026-05-25 15:16,2026-05-25 19:30,254,sl_gap,0.016576684,0.0169561,0.016963392,1814.0,0.688261,-1.054579,-0.725825,0.024337,rr_below_min:0.72<1.5,1.5-2.5%,0.016922430555555555,2.0857,kirildi,0.01646,0.01697,03,74.68,33.18,4.1e-05,1.82,1,-1.6563,-2.2597,9,31,True,break + retest + reclaim@htf,-0.6824,0.3309,0.7212539893901825,0.08,0.33773195876288664,,0.6876,mean_reversion
p-00025,SIGNUSDT,short,mr,ranging,2026-05-31 08:16,2026-05-31 09:03,47,sl,0.011967606,0.0131236,0.01312622472,1399.0,1.617236,-1.010954,-1.634950,0.014043,rr_below_min:0.05<1.5,2.5-10%,0.013098057432432432,9.4459,kirildi,0.01194,0.0136,03,83.56,33.37,2.8e-05,3.29,1,-2.3663,-2.3663,6,46,True,break + retest + reclaim@htf,-0.4887,0.3875,0.048342956454628626,0.08,0.4098969072164949,,0.9765,mean_reversion
p-00026,SIGNUSDT,short,mr,ranging,2026-06-14 22:01,2026-06-15 01:23,202,tp,0.008928214,0.0090407,0.008776955040000001,3354.0,0.377278,1.281732,0.483569,0.023753,rr_below_min:0.09<1.5,>10%(bozuk),0.011477976190476191,28.5585,tuttu,0.008728,0.008999,03,71.72,30.38,2.3e-05,1.02,1,-2.6248,-2.6248,5,49,True,break + retest + reclaim@htf,-0.0505,0.7330,0.09003110488319586,0.08,0.33773195876288664,,0.878,mean_reversion
p-00027,SIGNUSDT,short,mr,ranging,2026-06-14 22:16,2026-06-15 01:23,187,tp,0.008925214599999998,0.0090414,0.008766152880000001,3356.0,0.389918,1.308126,0.510062,0.023749,rr_below_min:0.09<1.5,>10%(bozuk),0.011477976190476191,28.6017,tuttu,0.008728,0.008999,03,71.14,31.42,2e-05,0.96,1,-1.4631,-2.5829,5,49,True,break + retest + reclaim@htf,-0.9779,-0.0075,0.08833336481584583,0.08,0.23463917525773198,,0.7264,mean_reversion
p-00028,SHELLUSDT,short,mr,choppy,2026-06-14 22:31,2026-06-15 04:27,356,sl,0.026174764,0.0265372,0.02654250744,1145.0,0.414989,-1.072825,-0.445211,0.024145,rr_below_min:0.55<1.5,0.8-1.5%,0.026484444444444442,1.1831,kirildi,0.02595,0.02657,03,71.58,33.33,9.9e-05,0.64,1,-1.8686,-2.2505,8,41,True,break + retest + reclaim@mtf,-0.7544,0.3286,0.5467681978719728,0.08,0.23463917525773198,,0.7934,mean_reversion
p-00029,SHELLUSDT,short,mr,choppy,2026-06-14 22:46,2026-06-15 04:27,341,sl,0.026184762,0.0265372,0.02654250744,1143.0,0.402837,-1.074902,-0.433010,0.024107,rr_below_min:0.64<1.5,0.8-1.5%,0.026484444444444442,1.1445,kirildi,0.02607,0.02657,03,72.04,33.52,9e-05,1.84,1,-1.9454,-2.3270,8,41,True,break + retest + reclaim@mtf,-0.8320,0.2501,0.6421973181640664,0.08,0.33773195876288664,,0.76,mean_reversion
p-00030,SHELLUSDT,long,mr,ranging,2026-06-15 23:01,2026-06-18 05:04,3243,sl,0.026035206,0.0253293,0.02532423414,1151.0,0.812498,-1.036279,-0.841974,0.023646,rr_below_min:0.36<1.5,2.5-10%,0.0253804,2.5151,kirildi,0.0253,0.02688,03,25.19,31.84,-6.4e-05,0.71,-1,2.1884,2.5726,10,39,True,break + retest + reclaim@htf,-1.4948,0.0800,0.36332082915571334,0.08,0.1949425287356322,,0.7175,mean_reversion
p-00031,SIGNUSDT,long,breakout,early_reversal_up,2026-06-17 19:16,2026-06-17 20:15,59,sl,0.0097739544,0.0093497,0.009347830060000001,3072.0,1.303310,-1.022436,-1.332551,0.023497,long_anchored,2.5-10%,0.009368666666666666,4.1466,kirildi,0.009337,0.009784,03,68.85,37.17,3e-06,1.02,1,-2.6783,-4.7272,7,44,True,break + retest + reclaim@mtf,-1.8997,5.5172,4.136508763334825,0.08,0.9047422680412371,0.5798,,breakout
p-00032,SIGNUSDT,short,mr,ranging,2026-06-22 12:46,2026-06-22 13:55,69,sl,0.0092591478,0.009378,0.009379875599999999,3228.0,0.383655,-1.078511,-0.413776,0.024067,rr_below_min:1.03<1.5,0.8-1.5%,0.009359399999999999,1.0827,kirildi,0.009188,0.009396,03,67.12,31.5,2.6e-05,0.94,1,-0.6947,-0.6947,7,46,True,break + retest + reclaim@mtf,-1.2695,0.0717,1.0341971534228096,0.08,0.4408247422680413,,0.7003,mean_reversion
p-00033,SIRENUSDT,short,mr,ranging,2026-07-02 20:31,2026-07-03 00:01,210,tp,0.034333132,0.034853,0.0336297246,870.1,0.452337,1.300758,0.588381,0.023654,rr_below_min:1.28<1.5,0.8-1.5%,0.034784615384615386,1.3150,tuttu,0.03314,0.03463,03,76.81,33.07,0.000216,0.77,1,-3.3791,-3.6701,10,62,True,break + retest + reclaim@htf,-0.0905,1.2325,1.2832324295867346,0.08,0.1949425287356322,,0.8068,mean_reversion
p-00034,SENTUSDT,long,breakout,early_reversal_up,2026-07-03 16:46,2026-07-03 17:25,39,sl,0.014922983999999999,0.0146415,0.0146385717,2006.0,0.564657,-1.052411,-0.594251,0.023720,rr_below_min:0.34<1.5,1.5-2.5%,0.014670982142857142,1.6887,kirildi,0.01464,0.01488,03,71.79,54.26,2.6e-05,2.55,1,-3.4210,-5.4330,9,40,True,break + retest + reclaim@ltf,-1.6035,0.6814,0.33822301689989653,0.08,0.8408695652173913,0.8628,,breakout
p-00035,SIRENUSDT,long,mr,ranging,2026-07-05 04:16,2026-07-05 14:19,603,tp,0.035147028,0.034572,0.035874823599999994,851.9,0.489866,1.216266,0.595808,0.024201,rr_below_min:0.19<1.5,0.8-1.5%,0.03464238095238095,1.4358,kirildi,0.03461,0.03592,03,31.68,33.54,-0.00028,0.82,-1,4.2833,4.8531,11,60,True,break + retest + reclaim@mtf,-1.2945,0.3940,0.19459485219394781,0.08,0.2861855670103093,,0.7326,mean_reversion
p-00036,SENTUSDT,long,mr,ranging,2026-07-06 14:01,2026-07-09 13:54,4313,tp,0.014232846,0.0130494,0.01600089918,2102.0,2.487603,1.483768,3.691027,0.025421,rr_below_min:0.34<1.5,2.5-10%,0.013076176470588237,8.1268,tuttu,0.01322,0.01602,03,34.7,30.44,-8.9e-05,0.7,-1,3.2933,3.2933,7,40,True,break + retest + reclaim@mtf,-0.0093,1.1783,0.33862758384343694,0.08,0.3583505154639176,,0.5996,mean_reversion
p-00037,SIRENUSDT,short,mr,ranging,2026-07-09 00:46,2026-07-09 01:08,22,sl,0.028684262,0.029308,0.0293138616,1039.8,0.648563,-1.046591,-0.678780,0.024123,short_anchored,1.5-2.5%,0.02925,1.9723,kirildi,0.02816,0.02946,03,79.94,31.35,8.2e-05,3.57,1,-3.2226,-3.9189,6,66,True,break + retest + reclaim@htf,-0.4725,1.8251,3.9862984371654577,0.08,0.390344827586207,,0.9832,mean_reversion
